BeerID;Name;URL;Style;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;SugarScale;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
110;Juana Peña - Columbus - Mosaic IPA;/homebrew/recipe/view/111410/;American IPA;7;22.71;1.058;1.009;6.42;39.52;3.69;27.44;60;1.048;78;1.33;Specific Gravity;All Grain;0.35;18.33;N/A;N/A;
111;Fresh Squeezed Clone;/homebrew/recipe/view/104207/fresh-squeezed-clone;American IPA;7;20.82;1.066;1.018;6.24;68.07;11.58;26.5;60;1.052;77;1.25;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
112;Bells Brewery - Oberon Clone;/homebrew/recipe/view/89617/bells-brewery-oberon-clone;American Wheat or Rye Beer;15;19.87;1.057;1.014;5.64;28.66;6.38;13.25;60;1.085;70;N/A;Specific Gravity;Partial Mash;0.75;20;Corn Sugar;N/A;20681
113;Brooklyn Lager clone;/homebrew/recipe/view/114849/brooklyn-lager-clone;Vienna Lager;167;5;01.6;1.017;5.65;34.79;11.92;7;60;1.043;57;N/A;Specific Gravity;All Grain;N/A;19;N/A;N/A;
114;Bakke Brygg Tysk Pilsner 20 l;/homebrew/recipe/view/161217/bakke-brygg-tysk-pilsner-20-l;German Pilsner (Pils);81;20;1.048;01.1;4.97;36.19;2.77;25;90;1.038;73;N/A;Specific Gravity;All Grain;N/A;10;N/A;N/A;18325
115;Talus A Trippel like... BIPA;/homebrew/recipe/view/12380/talus-a-trippel-like-bipa;Belgian Golden Strong Ale;23;53;1.075;1.009;8.59;71.69;6.78;53;90;1.075;77;N/A;Specific Gravity;All Grain;1.25;26.67;N/A;N/A;2125
116;Bakke Brygg American IPA 40 l;/homebrew/recipe/view/73603/bakke-brygg-american-ipa-40-l;American IPA;7;40;1.065;1.012;6.88;65.04;6.75;50;60;1.052;70;N/A;Specific Gravity;All Grain;N/A;18;Sukkerlake;120g;18325
117;Bass Ale Clone;/homebrew/recipe/view/9472/bass-ale-clone;Special/Best/Premium Bitter;144;20.82;1.052;1.015;04.8;31.71;13.23;27.44;60;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;365
118;Dogfish Head Brewery - Dogfish Head 60 Minut...;/homebrew/recipe/view/110851/dogfish-head-brewery-dogfish-head-60-minute-ipa-clone;American IPA;7;20.82;1.064;1.018;06.3;70.74;09.1;13.25;60;01.1;70;N/A;Specific Gravity;Partial Mash;0.75;20;Corn Sugar;N/A;20681
119;Blonde Stout;/homebrew/recipe/view/111680/blonde-stout;Experimental Beer;67;20.82;1.083;1.023;7.86;54.32;6.53;15.14;60;1.114;75;N/A;Specific Gravity;Partial Mash;0.75;21.11;Corn Sugar;N/A;20681
120;FAT YAK;/homebrew/recipe/view/11081/fat-yak;American Pale Ale;10;20;1.055;1.014;5.46;35.01;08.6;25;60;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;FORCED CARB;N/A;1752
121;Delirium Tremens clone;/homebrew/recipe/view/213882/delirium-tremens-clone;Belgian Golden Strong Ale;23;19;01.9;1.022;8.97;31.75;5.64;24;90;1.071;70;2.43;Specific Gravity;All Grain;1;21;Inverted sugar;10g/L;
122;Founder's Brewing's Breakfast Stout Clone...;/homebrew/recipe/view/1300/founder-s-brewing-s-breakfast-stout-clone;Oatmeal Stout;114;20.82;1.072;01.1;08.11;49.59;40;11.36;60;N/A;70;N/A;Specific Gravity;extract;N/A;N/A;Forced Carbonation;3 weeks (min.) at 8 psig;316
123;Smithwick's Irish Ale;/homebrew/recipe/view/191229/smithwick-s-irish-ale;Irish Red Ale;92;18.93;1.046;1.011;04.5;0;16.76;24.61;75;N/A;75;1.42;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
124;Bakke Brygg JuleAle 2015 20 l;/homebrew/recipe/view/241585/bakke-brygg-juleale-2015-20-l;Old Ale;116;20;1.074;1.018;7.35;46.73;24.51;23;60;1.064;68;N/A;Specific Gravity;BIAB;N/A;19;Sukkerlake;5 g sukker/l;18325
125;Sierra Nevada Pale Ale Clone;/homebrew/recipe/view/1281/sierra-nevada-pale-ale-clone;American IPA;7;18.93;1.056;1.013;5.57;43.02;10.33;11.36;60;N/A;75;N/A;Specific Gravity;extract;N/A;N/A;N/A;N/A;
126;Treehouse Julius;/homebrew/recipe/view/292418/treehouse-julius;American IPA;7;20.82;1.066;1.015;06.7;76.06;7.32;27.94;60;1.049;72;01.3;Specific Gravity;All Grain;0.75;18.89;N/A;N/A;12244
127;Founders All Day IPA Clone;/homebrew/recipe/view/277189/founders-all-day-ipa-clone;American Pale Ale;10;18.93;1.052;01.1;5.55;45.2;8.14;21.77;60;1.046;67;01.5;Specific Gravity;All Grain;0.5;18.33;N/A;N/A;
128;All Grain American Honey Wheat;/homebrew/recipe/view/3508/all-grain-american-honey-wheat;American Wheat or Rye Beer;15;18.93;01.6;1.014;5.97;28.2;3.76;18.93;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;718
129;Dreaded Christmas Ale -SBA;/homebrew/recipe/view/51472/dreaded-christmas-ale-sba;Holiday/Winter Special Spiced Beer;85;45.42;1.066;1.017;6.42;16.31;20.3;53;75;1.048;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;14477
130;Lagunitas Brewing Co.- Lagunitas IPA Clone...;/homebrew/recipe/view/112824/lagunitas-brewing-co-lagunitas-ipa-clone;American IPA;7;20.82;1.059;1.015;5.82;73.67;7.22;13.25;60;1.093;70;N/A;Specific Gravity;Partial Mash;0.75;21.11;Corn Sugar;N/A;20681
131;NEIPA | Tired Hands Milkshake (approximation...;/homebrew/recipe/view/469295/neipa-tired-hands-milkshake-approximation-braumeister-20l;Double IPA;56;21;1.066;1.017;6.42;63.89;6.22;25;70;01.5;72;N/A;Specific Gravity;BIAB;1;18;N/A;N/A;54364
132;Grapefruit Honey Ale;/homebrew/recipe/view/15664/grapefruit-honey-ale;American IPA;7;3.79;1.057;1.016;5.38;46.29;07.1;4.73;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;honey;3 tablespoons;2824
133;Campfire Stout;/homebrew/recipe/view/12295/campfire-stout;Oatmeal Stout;114;18.93;1.116;1.029;11.44;113.19;40;15.52;60;N/A;70;N/A;Specific Gravity;Partial Mash;N/A;N/A;N/A;N/A;
134;Hill Farmstead Edward Clone;/homebrew/recipe/view/217124/hill-farmstead-edward-clone;American Pale Ale;10;10.6;1.054;1.013;5.32;51.73;4.65;14.38;60;01.4;70;01.5;Specific Gravity;All Grain;0.75;17.78;N/A;N/A;
135;Oatmeal IPA;/homebrew/recipe/view/39013/oatmeal-ipa;American IPA;7;19.87;1.061;1.008;6.92;48.4;10.53;28.39;90;N/A;60;N/A;Specific Gravity;All Grain;1;20;N/A;N/A;9916
136;Goose Island 312;/homebrew/recipe/view/6759/goose-island-312;American Wheat or Rye Beer;15;18.93;1.045;1.012;4.21;20.55;3.73;24.61;60;N/A;70;N/A;Specific Gravity;extract;N/A;N/A;corn sugar;4 oz;
137;Cascadian Dark Ale (Black IPA);/homebrew/recipe/view/3704/cascadian-dark-ale-black-ipa-;American IPA;7;45.42;1.067;1.017;6.64;113.49;31.85;64.35;90;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;380
138;Rebel IPA;/homebrew/recipe/view/107041/rebel-ipa;American IPA;7;20.82;1.061;1.011;6.58;37.83;9.38;28.39;60;1.045;75;01.5;Specific Gravity;All Grain;1;15.56;N/A;N/A;5889
139;ESB (Single hop: EKG);/homebrew/recipe/view/44633/esb-single-hop-ekg-;Extra Special/Strong Bitter (ESB);68;10;1.057;1.014;5.75;34.85;9.74;12;70;1.048;80;N/A;Specific Gravity;All Grain;0.75;19;Dextrose;N/A;
140;Great Lakes Christmas Ale Clone;/homebrew/recipe/view/282437/great-lakes-christmas-ale-clone;Winter Seasonal Beer;174;22.71;1.072;1.017;7.31;28.98;11;30.7;60;1.053;70;N/A;Specific Gravity;BIAB;0.35;21.11;N/A;N/A;39433
141;Bell's Two Hearted Ale Clone;/homebrew/recipe/view/28661/bell-s-two-hearted-ale-clone;American IPA;7;20.82;1.067;1.014;7;50.85;05.6;28.39;60;1.049;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;5889
142;Pale Ale - Bee's Knees Haus Pale - 10 gal...;/homebrew/recipe/view/96777/pale-ale-bee-s-knees-haus-pale-10-gal;American Pale Ale;10;37.85;1.049;01.1;05.6;33.49;8.76;41.64;60;1.044;85;1.25;Specific Gravity;All Grain;0.75;18.33;N/A;N/A;16332
143;Rochefort 10 clone;/homebrew/recipe/view/24358/rochefort-10-clone;Belgian Dark Strong Ale;21;20.82;1.109;1.027;10.72;46.81;40;27.44;90;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;955
144;Bakke Brygg JuleAle 2016 20 l;/homebrew/recipe/view/392676/bakke-brygg-juleale-2016-20-l;American Brown Ale;6;20;1.064;1.014;6.54;42.06;20.91;25;90;1.051;69;3;Specific Gravity;All Grain;1;17;Sukkerlake;5 5 g sukker/liter;18325
145;Blitz Weinhard Clone;/homebrew/recipe/view/637/blitz-weinhard-clone;Standard American Lager;156;41.64;1.042;01.1;4.23;10.98;3.21;49.21;90;N/A;72;N/A;Specific Gravity;All Grain;N/A;N/A;CO2;Keg @ 10 psi;
146;Wake n Bake - Double Espresso Imperial Oatme...;/homebrew/recipe/view/18624/wake-n-bake-double-espresso-imperial-oatmeal-stout;American Stout;12;20.6;1.076;1.021;7.61;64.24;39.37;26.5;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;Add in last 5 of boil;32 oz;737
147;Erdinger clone;/homebrew/recipe/view/26426/erdinger-clone;Weizen/Weissbier;170;19.87;1.042;1.011;4.14;16.71;3.66;17.3;60;1.049;35;N/A;Specific Gravity;extract;N/A;18.33;Corn Sugar;8.9 ounce;4183
148;Speedway Stout Clone;/homebrew/recipe/view/215423/speedway-stout-clone;Russian Imperial Stout;132;14.2;1.124;1.024;13.24;69.09;40;23.66;90;1.075;80.1;01.5;Specific Gravity;All Grain;N/A;20;N/A;N/A;
149;Al's Amber Bock Clone;/homebrew/recipe/view/1581/al-s-amber-bock-clone;Traditional Bock;163;20.82;1.072;1.019;6.87;27.11;20.88;26.5;60;1.056;75;N/A;Specific Gravity;All Grain;2;10;corn sugar;N/A;365
150;Jeremy Corbeeryn (Hoppy Red Ale);/homebrew/recipe/view/521119/jeremy-corbeeryn-hoppy-red-ale-;American Amber Ale;4;28;1.055;1.012;5.82;44.62;18.72;28;30;1.055;75;N/A;Specific Gravity;BIAB;0.75;18;N/A;N/A;52625
151;Kentucky Bourbon Barrel Ale;/homebrew/recipe/view/74737/kentucky-bourbon-barrel-ale;Wood-Aged Beer;176;18.93;1.099;1.033;8.62;20.79;37.22;22.71;60;1.082;70;1.25;Specific Gravity;All Grain;N/A;20;priming sugar;7 ozs;
152;Julius Clone BYO;/homebrew/recipe/view/347769/julius-clone-byo;American IPA;7;4.73;1.069;1.015;07.11;30.11;05.4;7.57;45;1.043;72;01.3;Specific Gravity;All Grain;N/A;17.78;N/A;N/A;
153;Bakke Brygg American Red Ale 25 L;/homebrew/recipe/view/90044/bakke-brygg-american-red-ale-25-l;American Amber Ale;4;25;1.065;1.015;6.61;65.02;16.19;29;90;1.056;74;N/A;Specific Gravity;All Grain;1;18;Sukkerlake;6 5 g sukker/l;18325
154;Hefe Graf (Apple Wheat);/homebrew/recipe/view/19364/hefe-graf-apple-wheat-;Fruit Beer;75;18.93;1.077;1.008;09.8;36.41;10.43;15.14;60;N/A;76;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;737
155;Hunahpu (clone);/homebrew/recipe/view/106240/hunahpu-clone-;Russian Imperial Stout;132;22.71;1.13;1.036;12.35;114.57;40;34.07;180;1.086;80;1.25;Specific Gravity;All Grain;1;16.67;Corn sugar;2.5oz;
156;EAST meets WEST Double IPA (Batch #3);/homebrew/recipe/view/453809/east-meets-west-double-ipa-batch-3-;Imperial IPA;86;22.71;1.081;1.014;8.82;124.23;05.8;28.39;60;1.059;75;1.33;Specific Gravity;All Grain;0.35;19.44;N/A;N/A;
157;Pineapple Pale;/homebrew/recipe/view/7171/pineapple-pale;Fruit Beer;75;18.93;1.061;1.011;6.54;69.12;11;22.71;60;N/A;75;N/A;Specific Gravity;extract;N/A;N/A;Corn Sugar;3/4 cup;1477
158;Infinite spunky cage: Session IPA;/homebrew/recipe/view/534701/infinite-spunky-cage-session-ipa;American Pale Ale;10;30;1.042;01.1;4.24;47.19;9.46;28;60;1.045;81;N/A;Specific Gravity;BIAB;0.75;19;N/A;N/A;52625
159;Cinnamon apple brown ale;/homebrew/recipe/view/17720/cinnamon-apple-brown-ale;Fruit Beer;75;18.93;01.5;1.012;4.89;32.53;18.1;11.36;60;N/A;75;N/A;Specific Gravity;Partial Mash;N/A;N/A;Corn sugar dextrose;.5 oz;
160;Highlander Chocolate Coffee Porter;/homebrew/recipe/view/8459/highlander-chocolate-coffee-porter;Robust Porter;129;83.28;1.057;1.016;5.41;24.84;39;83.28;60;1.055;25;N/A;Specific Gravity;extract;N/A;20;None/Forced Carbonation;N/A;
161;Golden Challenge;/homebrew/recipe/view/552708/golden-challenge;British Golden Ale;35;27;01.5;1.009;5.37;35.29;6.52;28;60;1.048;83;N/A;Specific Gravity;BIAB;0.75;19;N/A;N/A;52625
162;Caribou Slobber;/homebrew/recipe/view/1344/caribou-slobber;American Brown Ale;6;18.93;1.051;1.014;04.8;15.59;25.1;9.46;60;N/A;100;N/A;Specific Gravity;extract;N/A;N/A;N/A;N/A;
163;Bakke Brygg Pale Ale 20 l;/homebrew/recipe/view/105712/bakke-brygg-pale-ale-20-l;American Pale Ale;10;20;1.053;1.011;5.59;38.44;5.57;24;60;1.044;72;N/A;Specific Gravity;All Grain;N/A;18;Sukkerlake;6 g sukker/l;18325
164;#54 Amarillo Smash Pilsner;/homebrew/recipe/view/141044/-54-amarillo-smash-pilsner;German Pilsner (Pils);81;14.38;1.056;1.014;5.53;25.8;3.32;15.14;30;1.053;35;N/A;Specific Gravity;extract;0.5;18.33;N/A;N/A;
165;Boulevard Pale Ale Clone;/homebrew/recipe/view/28549/boulevard-pale-ale-clone;American Pale Ale;10;20.82;1.052;1.013;05.5;27.42;9.47;28.39;60;1.038;75;01.5;Specific Gravity;All Grain;1;19.44;N/A;N/A;5889
166;Uinta Wyld Clone CYBI recipe;/homebrew/recipe/view/20090/uinta-wyld-clone-cybi-recipe;American Pale Ale;10;20.82;1.054;1.013;5.45;11.93;6.52;28.39;90;N/A;70;N/A;Specific Gravity;BIAB;N/A;N/A;N/A;N/A;993
167;Rodenbach Grand Cru Clone;/homebrew/recipe/view/92543/rodenbach-grand-cru-clone;Flanders Red Ale;71;21.77;01.6;1.005;7.22;18.7;15.25;31.23;60;1.042;73;01.3;Specific Gravity;All Grain;0.75;20;N/A;N/A;1569
168;Heavenweizen;/homebrew/recipe/view/38/heavenweizen;Weizen/Weissbier;170;41.64;1.062;1.014;06.3;18.89;05.9;45.42;60;1.056;80;01.2;Specific Gravity;All Grain;0.5;22.22;N/A;N/A;
169;Basic Irish Red Ale;/homebrew/recipe/view/300073/basic-irish-red-ale;Irish Red Ale;92;18.93;1.053;1.015;05.3;28.85;16.42;24.61;90;1.041;75;01.5;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;482
170;Speidel #4 Lucky Jack APA;/homebrew/recipe/view/50211/speidel-4-lucky-jack-apa;American Pale Ale;10;25;1.056;1.013;5.59;28.57;11.36;28;60;N/A;75;N/A;Specific Gravity;All Grain;0.75;N/A;N/A;N/A;10010
171;Raging Bitch Clone;/homebrew/recipe/view/12319/raging-bitch-clone;Imperial IPA;86;20.82;1.088;1.023;8.53;75.14;12.22;26.5;90;N/A;65;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;955
172;St. Bernardus Abt. 12 Clone;/homebrew/recipe/view/96379/st-bernardus-abt-12-clone;Belgian Dark Strong Ale;21;11.36;1.102;1.025;10.21;21.56;40;12.3;60;1.095;20;N/A;Specific Gravity;extract;1.25;20;N/A;N/A;22270
173;Traditional Berliner Weisse;/homebrew/recipe/view/14426/traditional-berliner-weisse;Berliner Weisse;27;41.64;1.039;01.1;3.87;6.13;2.89;53;45;N/A;72;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;380
174;Showing Her My O Face (Sam Adams Oktoberfest...;/homebrew/recipe/view/70789/showing-her-my-o-face-sam-adams-oktoberfest-clone-;Oktoberfest/Märzen;115;41.64;1.056;1.014;5.53;16.87;12.91;49.21;90;1.048;70;N/A;Specific Gravity;All Grain;01.5;15.56;Forced;12;15241
175;They Stole Our Fleg - Irish Red;/homebrew/recipe/view/52615/they-stole-our-fleg-irish-red;Irish Red Ale;92;21;1.046;1.008;4.98;26.72;9.67;28;90;1.035;75;6.097;Specific Gravity;All Grain;N/A;20;N/A;N/A;5560
176;Honey Nut Cheerio;/homebrew/recipe/view/189472/honey-nut-cheerio;Northern English Brown;113;18.93;1.053;1.013;5.21;0;09.8;18.93;60;N/A;75;N/A;Specific Gravity;Partial Mash;N/A;N/A;N/A;N/A;
177;Helles Lager;/homebrew/recipe/view/3981/helles-lager;Munich Helles;109;20.82;1.048;1.011;04.9;24.55;03.4;25.55;90;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;Keg;10 psi;
178;Raging Red Irish Red Ale;/homebrew/recipe/view/170777/raging-red-irish-red-ale;Irish Red Ale;92;20.82;1.055;1.015;5.22;34.36;15.23;28.39;60;1.035;72;01.5;Specific Gravity;All Grain;1;16.67;N/A;N/A;5889
179;Flowers & Wood - Farmhouse Saison;/homebrew/recipe/view/43075/flowers-wood-farmhouse-saison;Saison;134;21;1.061;01.1;6.76;33.08;9.83;28;90;1.039;75;05.4;Specific Gravity;All Grain;N/A;21;N/A;N/A;5560
180;Victory Dirtwolf Clone;/homebrew/recipe/view/113962/victory-dirtwolf-clone;Imperial IPA;86;20.82;1.095;1.027;8.98;136.74;6.31;22.71;65;1.087;35;N/A;Specific Gravity;extract;N/A;20;N/A;N/A;
181;3 FLoyds Zombie Dust;/homebrew/recipe/view/5986/3-floyds-zombie-dust;American IPA;7;45.42;1.065;1.015;06.6;35.44;8.47;56.78;90;1.052;75;01.5;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
182;Sip of Sunshine Clone;/homebrew/recipe/view/247667/sip-of-sunshine-clone;American IPA;7;45.42;1.072;1.014;7.69;100.06;6.65;51.1;60;1.064;75;01.5;Specific Gravity;All Grain;N/A;17.78;N/A;N/A;
183;Nothing Fancy Milk Chocolate Stout;/homebrew/recipe/view/5998/nothing-fancy-milk-chocolate-stout;Sweet Stout;162;41.64;01.6;1.022;4.99;24.51;39.5;49.21;60;01.5;75;N/A;Specific Gravity;All Grain;N/A;N/A;Corn Sugar;4 OZ;
184;Asamushi Japanese Dry Pilsner;/homebrew/recipe/view/221963/asamushi-japanese-dry-pilsner;Classic American Pilsner;40;13.25;1.054;1.012;5.46;13.67;3.13;18.93;90;1.038;72;01.5;Specific Gravity;All Grain;01.5;11.11;N/A;N/A;
185;Bakke Brygg Wit 20 l;/homebrew/recipe/view/106930/bakke-brygg-wit-20-l;Witbier;175;20;1.047;01.1;04.9;14.36;3.54;25;90;1.038;73;N/A;Specific Gravity;All Grain;N/A;20;Sukkerlake;7 g sukker/l;18325
186;Traditional German Gose;/homebrew/recipe/view/14429/traditional-german-gose;Gueuze;83;41.64;1.049;01.1;05.11;12.23;4.47;49.21;90;N/A;72;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;380
187;NE IPA;/homebrew/recipe/view/196008/ne-ipa;American IPA;7;19.87;1.058;1.017;5.42;43.43;04.3;24.61;60;1.047;70;2;Specific Gravity;All Grain;0.75;20;N/A;N/A;39959
188;Farmhouse Saison Pepper/Lemon;/homebrew/recipe/view/14441/farmhouse-saison-pepper-lemon;Saison;134;41.64;01.5;01.1;5.27;31.51;3.37;56.78;90;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;380
189;Stone 15th anniversary esocdidian black ipa ...;/homebrew/recipe/view/3768/stone-15th-anniversary-esocdidian-black-ipa-clone;Imperial IPA;86;18.93;01.11;1.031;10.37;164.95;40;24.61;60;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
190;Yeti Imperial Stout (Great Divide Clone);/homebrew/recipe/view/239676/yeti-imperial-stout-great-divide-clone-;Russian Imperial Stout;132;20.82;01.9;1.019;9.26;88.9;50;24.61;60;1.076;70;01.3;Specific Gravity;All Grain;0.35;21.11;N/A;N/A;
191;Todd the Axe Man (Surly);/homebrew/recipe/view/309638/todd-the-axe-man-surly-;American IPA;7;22.71;1.074;1.018;7.34;56.49;6.21;26.5;60;1.063;75;01.5;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;45924
192;Centennial Blonde;/homebrew/recipe/view/10594/centennial-blonde;Blonde Ale;30;20.82;1.041;1.009;04.1;21.2;3.73;24.87;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;Dextrose;3.1 oz/5 gal;
193;Hop Cliff;/homebrew/recipe/view/188896/hop-cliff;N/A;111;18.93;1.093;1.023;09.12;0;14.7;18.93;60;N/A;75;N/A;Specific Gravity;Partial Mash;N/A;N/A;N/A;N/A;
194;Yorkshire Bitter;/homebrew/recipe/view/8825/yorkshire-bitter;Special/Best/Premium Bitter;144;21;1.043;1.011;4.25;34.98;13.33;26.5;60;1.034;80;N/A;Specific Gravity;All Grain;0.75;18;N/A;N/A;401
195;Heady Topper Clone;/homebrew/recipe/view/306610/heady-topper-clone;Double IPA;56;20.82;1.076;1.015;08.3;162.53;06.4;26.5;90;1.054;66;01.3;Specific Gravity;All Grain;1;17.78;N/A;N/A;50283
196;Backwoods Bastard Clone;/homebrew/recipe/view/110077/backwoods-bastard-clone;Strong Scotch Ale;160;22.71;1.107;1.033;10.94;64.49;31;32.18;120;1.076;75;1.25;Specific Gravity;All Grain;1.25;14.44;N/A;N/A;
197;Hibiscus Wheat;/homebrew/recipe/view/6711/hibiscus-wheat;Weizen/Weissbier;170;37.85;1.058;1.014;5.78;22.17;09.1;45.42;60;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;1128
198;#44 Citra IPL;/homebrew/recipe/view/140914/-44-citra-ipl;American IPA;7;19.31;1.061;1.011;06.5;75.44;9.89;24.61;30;1.048;35;N/A;Specific Gravity;extract;1.25;15.56;N/A;N/A;
199;Pineapple Hefeweizen;/homebrew/recipe/view/61261/pineapple-hefeweizen;Weizen/Weissbier;170;20.82;1.054;1.013;5.28;16.9;6.68;28.39;60;1.039;70;N/A;Specific Gravity;All Grain;N/A;20;Corn Sugar;8 oz;
200;Cream of Three Crops;/homebrew/recipe/view/10545/cream-of-three-crops;Cream Ale;45;20.82;1.044;1.012;4.15;18.13;2.56;17.3;90;N/A;75;N/A;Specific Gravity;BIAB;N/A;N/A;Dextrose;4.8 oz / 136 grams;
201;Bakke Brygg Saison 25L GAMMEL;/homebrew/recipe/view/92611/bakke-brygg-saison-25l-gammel;Saison;134;25;01.6;1.008;6.77;24.46;5.28;30;90;01.5;72;N/A;Specific Gravity;All Grain;N/A;18;N/A;N/A;18325
202;Belgian Trippel;/homebrew/recipe/view/120652/belgian-trippel;Belgian Tripel;26;18.93;1.087;1.021;8.69;45.4;5.38;28.39;90;1.058;65;N/A;Specific Gravity;BIAB;N/A;N/A;N/A;N/A;
203;Chocolate cherry porter;/homebrew/recipe/view/191743/chocolate-cherry-porter;Robust Porter;129;18.93;1.072;1.018;07.12;0;39.03;22.71;60;N/A;75;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
204;Any Colour You Like;/homebrew/recipe/view/412981/any-colour-you-like;American Pale Ale;10;23;1.054;01.1;5.77;36.64;5.65;28;60;1.044;78;3;Specific Gravity;All Grain;0.5;19;N/A;N/A;46027
205;Chocolate Orange Stout;/homebrew/recipe/view/18841/chocolate-orange-stout;Russian Imperial Stout;132;22.71;1.096;1.027;9.18;35.95;29.92;28.39;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;3750
206;Bruxelles Blonde Clone (?);/homebrew/recipe/view/16167/bruxelles-blonde-clone-;Belgian Pale Ale;24;3.79;1.056;1.013;5.63;19.2;4.77;4.73;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;Honey;3 TB;2824
207;Chocolate Mint Stout;/homebrew/recipe/view/13843/chocolate-mint-stout;American Stout;12;7.57;1.087;1.025;08.8;50.44;31.77;9.46;60;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;Corn Sugar;42.9 g;
208;Sierra Navada Kellerweis Clone;/homebrew/recipe/view/56344/sierra-navada-kellerweis-clone;Weizen/Weissbier;170;18.93;1.049;1.012;4.82;18.38;4.98;15.14;60;N/A;35;N/A;Specific Gravity;extract;0.35;24.44;Table Sugar;7oz or 14 Tbsp for 3.5 CO2;15224
209;Obsidian Stout;/homebrew/recipe/view/9037/obsidian-stout;American Stout;12;22.71;1.069;1.017;6.75;58.76;40;29.34;90;1.053;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;
210;Bell's Two Hearted Ale Clone;/homebrew/recipe/view/89093/bell-s-two-hearted-ale-clone;American IPA;7;22.71;01.7;1.016;6.99;67.84;6.96;30.28;75;1.052;70;1.25;Specific Gravity;All Grain;0.75;20;N/A;N/A;20984
211;Sleeper Street | Trillium Brewing  (approxim...;/homebrew/recipe/view/493014/sleeper-street-trillium-brewing-approximation-braumeister-20l;American IPA;7;21;1.067;1.014;6.91;73.25;4.96;25;60;1.056;73;N/A;Specific Gravity;BIAB;0.75;19;N/A;N/A;54364
212;West Coast CITRA IPA;/homebrew/recipe/view/5226/west-coast-citra-ipa;American IPA;7;45.42;1.068;1.012;7.38;122.86;6.55;64.35;90;N/A;70;N/A;Specific Gravity;All Grain;N/A;N/A;N/A;N/A;380
213;Plinian Legacy Double IPA;/homebrew/recipe/view/113263/plinian-legacy-double-ipa;American IPA;7;22.71;1.076;1.018;7.64;67.76;5.85;30.28;90;1.057;75;1.75;Specific Gravity;All Grain;1;19.44;N/A;N/A;5889
214;Mint Chocolate Stout;/homebrew/recipe/view/25377/mint-chocolate-stout;American Stout;12;18.93;1.102;1.024;10.26;79.21;40;18.93;60;N/A;35;N/A;Specific Gravity;extract;N/A;N/A;Corn Sugar;4 oz;
215;Bad Bread;/homebrew/recipe/view/64867/bad-bread;Weizen/Weissbier;170;60.57;1.046;1.011;4.58;12.4;3.33;71.92;60;1.039;70;01.5;Specific Gravity;All Grain;0.35;20;N/A;N/A;16682
216;Oktoberfest;/homebrew/recipe/view/3993/oktoberfest;Oktoberfest/Märzen;115;20.82;1.062;1.015;06.6;50.58;9.25;26.5;90;N/A;70;N/A;Specific Gravity;All Grain;01.5;10;Keg;10psi;
217;White House Honey Porter (Official Recipe)...;/homebrew/recipe/view/17376/white-house-honey-porter-official-recipe-;Brown Porter;37;20.82;1.053;1.012;5.37;25.91;24.79;11.36;60;N/A;25;N/A;Specific Gravity;extract;N/A;N/A;Dextrose;3/4 Cup;
218;Focal Banger Clone;/homebrew/recipe/view/300270/focal-banger-clone;American IPA;7;20.82;1.066;1.013;6.98;125.78;6.75;26.5;90;1.052;66;01.3;Specific Gravity;All Grain;1;20;Forced Carbonation;N/A;50283
